id,susp_entrop_ratio,susp_name_ratio,susp_code_size,imphash,n_exports,n_antidbg,n_antivm,n_susp_api,has_cfg,has_dep,has_aslr,has_seh,has_gs,has_tls,has_code_integrity,susp_dbg_ts,n_url,n_ip,has_manifest,has_version,is_packed,has_certificate,susp_virustotal_ratio,n_yara_rules
046f93af2cbe078b201f3bf09a8474f5,0.3333333333333333%,0.0%,0,,0,0,0,0,0,1,1,1,-1,0,-1,-1,0,3,-1,-1,1,0,-1,0
046fbab8101a1c64b4212000b8802cf3,0.4%,0.2%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
04808e147113b6e9fce32582f62663b2,0.5%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
048dfad8ea398e2aa6d23ab5dfebb1fc,0.75%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
04dff493c1b72d7530311ab7f4c60189,0.25%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
050493b4f29b0b1ec7eecf54c8eb25b9,0.16666666666666666%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
0521829ce7e96afe47910664025fad9d,0.5%,1.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
053b00b6e799e40e085c0f42f77d7cf5,0.2857142857142857%,0.14285714285714285%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
0565d53c896fb8deec8f09dd3628bdb0,0.16666666666666666%,0.3333333333333333%,1,,0,0,0,0,0,0,0,1,-1,0,-1,-1,10,0,-1,-1,0,0,-1,0
056de47977034d77de3dd8bba2d590e7,0.25%,0.5%,0,,0,0,0,0,0,0,0,1,-1,1,-1,-1,0,0,-1,-1,1,0,-1,0
05707b5532eeeeee568709d294a80bb6,0.5%,1.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
057652e4f0b3bff6543b998b577e858b,0.2%,0.0%,0,,0,0,0,0,0,0,1,1,1,0,1,0,0,0,-1,-1,1,0,-1,0
058f83209708d07de130f722c7a750f3,0.8%,0.6%,1,,0,0,0,0,0,0,0,1,-1,1,-1,-1,1,0,-1,-1,1,0,-1,0
05a966d147ab7a409980f384dfd6a2ac,0.4%,0.2%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
05c8ce05feab2a4cc9dfc181a105380b,0.2%,0.0%,0,,0,0,0,0,0,1,1,1,1,0,1,-1,8,1,-1,-1,1,1,-1,0
05d481ed3ae38674e66734978c985232,0.0%,0.6666666666666666%,1,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
0613dd9fda2579234d44d18f1068706c,0.4%,0.2%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
061cd1818aee9178ddc4276b15b6b3b0,0.0%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
06267fd899eea722ba3b26044c8e1e87,0.6666666666666666%,0.6666666666666666%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
063ba915ad1e4bdebbb221451a1a200b,0.6%,0.8%,1,,0,0,0,0,0,0,1,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
066ae60ce11f6503c89ba8ecc3379981,0.0%,0.0%,0,,0,0,0,0,0,0,0,1,1,0,1,-1,0,0,-1,-1,1,0,-1,0
0671e60dbc00b551e63868c09ae3fb51,0.2%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
06946c35b94462842ce97d39084db959,0.5%,0.6%,1,,0,0,0,0,0,0,0,1,-1,1,-1,-1,0,6,-1,-1,0,0,-1,0
06a6fe46061b02e90753a2ee9109ebe6,0.5%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
06a837a5c9de71e0954d7e08cd92a6a7,0.2%,0.2%,0,,0,0,0,0,0,0,0,0,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
06c0ffe7741b7fb3cb541a2dbd81f6d4,0.0%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,11,0,-1,-1,1,1,-1,0
06c9a26ed334976dee0d2e8666551aea,0.42857142857142855%,0.2857142857142857%,0,,0,0,0,0,0,1,1,0,-1,0,-1,0,9,0,-1,-1,0,1,-1,0
06ca52fddbfd60fd746301b15586c2c7,0.75%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
06f20a9406a2c63c52e138ce67f8d2a4,0.3333333333333333%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
06f6bf3464dcf3623cba836c52b6e2dc,0.3333333333333333%,0.16666666666666666%,0,,0,0,0,0,0,1,1,1,1,1,1,0,11,0,-1,-1,1,0,-1,0
06f8c051f11ece027df834bf88063a07,1.0%,1.0%,1,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
070d22f267ab4b31c7c6413a622c17fd,0.6%,0.4%,1,,0,0,0,0,0,0,0,1,-1,0,-1,-1,12,1,-1,-1,1,0,-1,0
0724ab47b40c51ea0774fdc476ec3c15,1.0%,1.0%,1,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
075abe2eaca8603670a57e58ffc97ea3,0.0%,0.0%,0,,0,0,0,0,0,0,0,1,1,0,1,0,0,0,-1,-1,0,0,-1,0
077dbc227c6234d572ee3e8e9f858fac,0.2%,0.2%,1,,0,0,0,0,0,0,0,1,-1,0,-1,-1,4,0,-1,-1,1,0,-1,0
079343204b99c4c963d153d918fc3e7d,0.0%,0.75%,0,,0,0,0,0,0,0,0,1,-1,1,-1,-1,0,0,-1,-1,1,0,-1,0
07c5bf64d7824222e106739049a41299,0.0%,0.2%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,26,30,-1,-1,0,0,-1,0
07cb51233c2e74b0a935caa0f380f805,0.25%,0.25%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,6,0,-1,-1,1,1,-1,0
07de031a886bd29ba4835780a6bf3a93,0.0%,0.0%,0,,0,0,0,0,0,1,0,0,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
07faa7939379fa14bea1a37b2a18e2af,0.0%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
07fbcaa06783e42f3561ce446be6f423,0.0%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,0,0,0,-1,-1,1,0,-1,0
08000fafa1009120765598f98d7b250b,0.0%,0.0%,0,,0,0,0,0,0,0,0,1,1,0,1,-1,0,0,-1,-1,0,0,-1,0
0806e6b7ece5efff3e4ee5059359c3f7,0.16666666666666666%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,0,0,0,-1,-1,1,0,-1,0
0815e4f8f7ad884d844d24eca3ad0777,0.0%,0.2%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
0816d17befc9be05ad4bf8c053f3f56e,0.5%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
082ab588814f51bf225999c537daeb39,1.0%,1.0%,1,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
0838a585cf8ab968f61bb18d35061125,0.2857142857142857%,0.14285714285714285%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
084e8af5025289c904d60aa57b358792,0.4%,0.2%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
085da6ffb5f90cc70fb22ea96b1c9fe3,0.0%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
086276073133493d69b4ef4c78bc63d3,0.0%,0.75%,0,,0,0,0,0,0,0,0,1,-1,1,-1,-1,0,0,-1,-1,1,0,-1,0
086477eed4b02b118ad6b037fc89f90d,0.3333333333333333%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
0895e554e70fadaf48d83a5b7b5ab146,0.0%,0.0%,0,,0,0,0,0,0,1,1,1,1,0,1,-1,14,0,-1,-1,1,1,-1,0
08cf16249074fbe375f54fdd25a1e187,0.0%,0.2%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,22,0,-1,-1,0,0,-1,0
08d26ecdbda9a40a034fa49f99d00099,0.5%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
08ffdc55542624d207b47dbdd5546a52,0.2%,0.0%,0,,0,0,0,0,0,1,1,1,1,0,1,-1,8,1,-1,-1,1,1,-1,0
090c05a28a3cb1b16e7fe2fdee902dd8,0.2%,0.0%,0,,0,0,0,0,0,1,1,1,1,0,1,-1,8,1,-1,-1,1,1,-1,0
090d43f7de8851e9ffe45d820ae543b6,1.0%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
093ad59577f2a92457ab79ab47e1cd47,0.0%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
093cbdb07acc56ece622811e4abc556a,0.2%,0.2%,0,,0,0,0,0,0,1,1,0,-1,0,-1,-1,1,0,-1,-1,0,0,-1,0
096067278dddc7a48e94674bf6c674f3,0.45454545454545453%,0.6363636363636364%,1,,0,0,0,0,0,0,0,1,-1,1,-1,-1,1,0,-1,-1,0,0,-1,0
096dc0e3c2982200d2db6d4b99602d92,0.6666666666666666%,0.6666666666666666%,1,,0,0,0,0,0,0,0,1,-1,1,-1,-1,6,0,-1,-1,1,1,-1,0
09a1cb8667be4bd9319093a55d3e8c95,1.0%,1.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
09de697a4650f47a3051e79774658dc5,0.8888888888888888%,0.8888888888888888%,0,,0,0,0,0,0,0,0,1,-1,1,-1,-1,0,0,-1,-1,1,0,-1,0
09dfc12e876fa50179d46a252070a1e1,0.4%,0.0%,0,,0,0,0,0,0,0,1,1,1,0,1,-1,0,0,-1,-1,1,0,-1,0
09fc107f1b364715a8ff0436bc6ae96e,0.5%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
09fe9e57f7a62db5af2d9366fee6fbe2,0.0%,0.2%,0,,0,0,0,0,0,1,0,1,1,0,1,-1,0,0,-1,-1,1,0,-1,0
0a16c5668ce87869a9cfd1ba5e35af33,1.0%,1.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
0a1ba0fea8bab5cabe474df91b7e44cd,0.5%,0.5%,0,,0,0,0,0,0,0,0,1,-1,1,-1,-1,9,0,-1,-1,1,1,-1,0
0a1cf8381bc674e35e100c3a2932c4fa,0.25%,0.5%,0,,0,0,0,0,0,0,0,1,-1,1,-1,-1,0,0,-1,-1,1,0,-1,0
0a21ade101c88b7e52e0f0b2e3268f07,0.75%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
0a2c9bc56a3b99c668d5e2c5cb316183,0.25%,0.0%,0,,0,0,1,0,0,1,0,1,1,0,1,-1,10,1,-1,-1,1,1,-1,0
0a30eb4255062a18f98835b29ecf7746,0.4%,0.2%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
0a3c6a2fd71751249eeb464b04fc250b,0.0%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
0a403cf62e97717a3b3d5b8b809c8d33,0.4%,0.2%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
0a64b28f89b92991c610419f7d123728,0.2%,0.2%,0,,0,0,1,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
0a8035f10baf74553194afed194773ae,0.0%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,8,0,-1,-1,1,1,-1,0
0a88dba667697b1e4c9ed403bc569a98,0.4%,0.2%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
0a92b6cdbaa7683361af34244e3029aa,1.0%,1.0%,1,,0,0,0,0,0,0,0,1,-1,1,-1,-1,0,0,-1,-1,0,0,-1,0
0a94fea744dc182cdeb5e4494ab5cd15,0.8%,0.6%,1,,0,0,0,0,0,0,0,1,-1,1,-1,-1,0,0,-1,-1,1,0,-1,0
0a9782c6a6a9234d0d83aadf92ad4550,0.0%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
0a9dcb4e0b6b456e4deb2a81eb7ee5ab,0.2%,0.0%,0,,0,0,0,0,0,1,1,1,1,0,1,-1,8,1,-1,-1,1,1,-1,0
0a9fad0d29e8a5ae2d35d4e39ed7fa2a,0.16666666666666666%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
0ab354ef17ff4259678e6996ba92e771,0.5%,0.6%,0,,0,0,0,0,0,0,0,1,-1,1,-1,-1,1,1,-1,-1,1,0,-1,0
0ad31191a232066b036c438efc6c64ad,0.6666666666666666%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
0ad601c54add9e079960b8d502c49c1a,0.75%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
0ada66cba1ded8e42c0abd74929f18b7,0.0%,0.0%,0,,0,0,0,0,0,1,1,0,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
0b0c8d899b56146e7454d95fff89ef31,0.4%,0.2%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
0b4efd1e7462322320cb5b495b9a7257,0.5%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
0b59d125c1cb074089446db1de2ebc8c,1.0%,0.6666666666666666%,1,,0,0,0,0,0,0,0,1,-1,1,-1,-1,0,0,-1,-1,1,0,-1,0
0b821eecd55cdba383489838e1371526,0.0%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,0,0,0,-1,-1,1,0,-1,0
0b873567df7058c862d4bae03a7ea11a,0.8%,0.5%,1,,0,0,0,0,0,0,0,1,-1,1,-1,-1,0,0,-1,-1,1,0,-1,0
0b936652da2b9f146bb9569b8cd80ab4,0.16666666666666666%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,0,0,0,-1,-1,1,0,-1,0
0b9373bc01b461de8655d1f418891736,1.0%,0.6666666666666666%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
0ba7a8907e2b8b17309b55f92b09f233,0.5%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
0ba9e211ef1075a3779d42340157346c,0.0%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,1,0,-1,0
0bd669be3d1906c1666e1d9853621182,0.5%,1.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
0bec9cd4af740b55d68935ba3099fba8,0.875%,1.0%,0,,0,0,0,0,0,1,1,0,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
0bf4fd1a0364ca1a1b48af7629bf528f,0.2%,0.3%,0,,0,0,0,0,0,0,0,1,-1,1,-1,-1,0,1,-1,-1,1,0,-1,0
0bfbb93c49362827aad240f4c2118df9,0.3333333333333333%,0.3333333333333333%,1,,0,0,1,0,0,0,0,1,-1,0,-1,-1,30,0,-1,-1,0,0,-1,0
0c0f874712c845c8406238701871c9d7,0.0%,0.75%,0,,0,0,0,0,0,0,0,1,-1,1,-1,-1,0,0,-1,-1,1,0,-1,0
0c14fab7d5598994822e60645c2b52b9,0.0%,0.25%,0,,0,0,0,0,0,1,1,0,-1,0,-1,0,0,0,-1,-1,1,0,-1,0
0c1fab0fddacacc40bd173c0e957cff8,0.45454545454545453%,0.6363636363636364%,1,,0,0,0,0,0,0,0,1,-1,1,-1,-1,1,0,-1,-1,0,0,-1,0
0c2ae7f578b1b2e81929cf33766c872a,1.0%,0.6666666666666666%,1,,0,0,0,0,0,0,0,1,-1,1,-1,-1,0,0,-1,-1,1,0,-1,0
0c64f9b135e28e5504b1e2eba2dcd423,0.5%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
0c65793e6ed2ba61d817ce060a969498,0.5%,1.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,-1,-1,0,0,-1,0
0c6bafcab8691b0d0701a2d0b809379c,0.0%,0.0%,0,,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,1,-1,-1,1,0,-1,0
